Unnamed: 0,SGD,SGD_Momentum,Adam,AdamW,AMSGrad
SGD,0.0,-1.1660939174557536,0.0,-2.256462927817292,-2.2525931836458613
SGD_Momentum,1.1660939174557536,0.0,0.0,-64.362206115211,-67.78801745887338
Adam,1.7112784226365227,32.1811030576055,0.0,-32.1811030576055,-33.59388620543741
AdamW,2.256462927817292,64.362206115211,0.0,0.0,0.6002450479985633
AMSGrad,2.2525931836458613,67.78801745887338,0.0,-0.6002450479985633,0.0
