beta,effective_lr,final_loss,convergence_iters,smoothness,oscillation_index,mean_update_magnitude,final_grad_norm,converged,diverged,status,optimizer,run_status,converged_epoch,converged_iteration
0.0,0.001,0.6430039256971188,1501,0.9725787050797328,0.0133422281521014,0.0023742694292576,1.4895298283083138,False,False,max_iters,SGD,max_iters_or_stalled,-1.0,-1.0
0.5,0.001,0.048382053171063,1501,0.9916467470803066,0.0033355570380253,0.0026672042439965,0.2434359929071286,False,False,max_iters,SGD,max_iters_or_stalled,-1.0,-1.0
0.7,0.001,0.0063300262496157,1501,0.9866938406540208,0.0060040026684456,0.0029615106652199,0.0647302819599035,False,False,max_iters,SGD,max_iters_or_stalled,-1.0,-1.0
0.9,0.001,4.245119845237217e-06,1501,0.8279515501267691,0.0527018012008005,0.0035734789765073,0.021637287279889,False,False,max_iters,SGD,max_iters_or_stalled,-1.0,-1.0
0.95,0.001,5.199336506366099e-07,1501,0.6420805724033614,0.1314209472981988,0.004012959174558,0.036169881965851,False,False,max_iters,SGD,max_iters_or_stalled,-1.0,-1.0
0.99,0.001,2.68189119172383e-05,1501,0.547172033909499,0.2308205470313542,0.0168058626888869,0.0609821860270409,False,False,max_iters,SGD,max_iters_or_stalled,-1.0,-1.0
