epoch,train_loss,train_acc,test_loss,test_acc
1,0.2714893717739755,91.965,0.11747381258755922,96.28
2,0.10336450299919286,96.79166666666667,0.0805955417919904,97.37
3,0.06867450375411747,97.90166666666667,0.07696830508066341,97.45
4,0.05217354671298854,98.36166666666666,0.06788447841827291,97.86
5,0.03764194984987839,98.76833333333333,0.06781005827651825,97.86
6,0.027709570075166837,99.06333333333333,0.07781302140065235,97.74
7,0.022084197580272247,99.24666666666667,0.06863605729740811,98.02
8,0.0167036494292291,99.47,0.07526834362829504,97.93
9,0.011992597095814767,99.61166666666666,0.07923204925573372,97.96
10,0.010068366463087114,99.66166666666666,0.07808253787688954,97.97
