epoch,train_loss,train_acc,test_loss,test_acc
1,0.2668536383904882,91.80166666666666,0.10145639503607526,96.83
2,0.0895652685806886,97.20666666666666,0.07375599434017203,97.64
3,0.058766331571315146,98.17333333333333,0.08342919514398091,97.58
4,0.042562970898545056,98.61833333333334,0.07059882003231906,97.72
5,0.02969549411162138,99.01833333333333,0.08442159114856622,97.69
6,0.024378146684821893,99.215,0.09587549038624274,97.36
7,0.017119225601530147,99.45166666666667,0.08279785213298965,97.87
8,0.014343594847429943,99.51666666666667,0.08070738848532528,98.03
9,0.010070292378691628,99.68166666666667,0.08788484124979731,97.98
10,0.010155550860434345,99.65666666666667,0.07443417288611727,98.15
