epoch,train_loss,train_acc,test_loss,test_acc
1,0.27176901030896317,91.96833333333333,0.11630702188704163,96.3
2,0.10341628894471983,96.82833333333333,0.08208614717004821,97.36
3,0.06860139963628133,97.83166666666666,0.07625208967365324,97.52
4,0.05204907910270827,98.34666666666666,0.07123898924910463,97.71
5,0.039728601646822084,98.72666666666667,0.07968832134502009,97.53
6,0.030458660346757708,99.03,0.0845702758866537,97.49
7,0.02657571598030587,99.11,0.07743853662977926,97.75
8,0.0233220094000734,99.21166666666667,0.07109262550411585,97.83
9,0.019142771087180294,99.345,0.0704254294934799,98.19
10,0.0177516796564592,99.42333333333333,0.08755989676337776,97.46
