optimizer,seed,train_loss,train_acc,test_loss,test_acc,training_time,epochs_completed
SGD,999,0.42292885031146027,88.47,0.34101763386279343,90.36,14.093825101852417,2
Adam,999,0.09981171685511242,96.94833333333334,0.09117851824266836,97.03,14.457507610321045,2
SAM_SGD,999,0.4161604937714046,89.14833333333333,0.33167802905663846,90.63,14.234159708023071,2
