iteration,loss,grad_norm,update_magnitude,param_distance,learning_rate,normalized_speed
0,2.3565292358398438,1.7995119555390235,0.0017995119555390235,0.0,0.001,0.0
1,2.1318306922912598,1.7124268236635583,0.0017124268236635583,0.0,0.001,0.0
2,1.8468633890151978,1.86543320063275,0.00186543320063275,0.0,0.001,0.0
3,1.7240619659423828,1.5592078874092024,0.0015592078874092023,0.0,0.001,0.0
4,1.5582726001739502,1.8315325984830442,0.0018315325984830442,0.0,0.001,0.0
5,1.380947470664978,1.5871470796461677,0.0015871470796461678,0.0,0.001,0.0
6,1.2553833723068237,1.677214146220269,0.001677214146220269,0.0,0.001,0.0
7,1.1961438655853271,1.5838032366422667,0.0015838032366422667,0.0,0.001,0.0
8,1.04135262966156,1.4567948578949579,0.001456794857894958,0.0,0.001,0.0
9,0.9687495231628418,1.7464447042506845,0.0017464447042506847,0.0,0.001,0.0
10,0.8765569925308228,1.4333018539721294,0.0014333018539721294,0.0,0.001,0.0
11,0.7020260095596313,1.4171117236113184,0.0014171117236113184,0.0,0.001,0.0
12,0.8015953898429871,2.5510169575904604,0.0025510169575904606,0.0,0.001,0.0
13,0.6531053185462952,1.5223542733578292,0.0015223542733578293,0.0,0.001,0.0
14,0.7584542036056519,1.5212270610249687,0.0015212270610249687,0.0,0.001,0.0
15,0.6489087343215942,1.8715023321041204,0.0018715023321041204,0.0,0.001,0.0
16,0.7665716409683228,1.9435072333525152,0.0019435072333525152,0.0,0.001,0.0
17,0.5683271884918213,1.3274303805611225,0.0013274303805611224,0.0,0.001,0.0
18,0.49699947237968445,1.6450487044636193,0.0016450487044636192,0.0,0.001,0.0
19,0.5337881445884705,1.6318843796808307,0.0016318843796808307,0.0,0.001,0.0
20,0.565276563167572,1.3655793861942713,0.0013655793861942715,0.0,0.001,0.0
21,0.44382888078689575,1.2925487006882797,0.0012925487006882797,0.0,0.001,0.0
22,0.4246274530887604,1.4117755719708085,0.0014117755719708085,0.0,0.001,0.0
23,0.4933529198169708,2.1382131399251105,0.0021382131399251105,0.0,0.001,0.0
24,0.4261256456375122,1.5744115761696937,0.0015744115761696937,0.0,0.001,0.0
25,0.4263961911201477,1.4264149141470497,0.0014264149141470497,0.0,0.001,0.0
26,0.5608657598495483,2.5249955750765696,0.0025249955750765696,0.0,0.001,0.0
27,0.4588490128517151,1.1945983063806451,0.001194598306380645,0.0,0.001,0.0
28,0.4587859809398651,1.6652609575498916,0.0016652609575498916,0.0,0.001,0.0
29,0.39323562383651733,1.4212190394210187,0.0014212190394210188,0.0,0.001,0.0
30,0.41994771361351013,1.4109534052040023,0.0014109534052040022,0.0,0.001,0.0
31,0.5466450452804565,2.786078080401368,0.0027860780804013683,0.0,0.001,0.0
32,0.38940492272377014,1.773217306700496,0.001773217306700496,0.0,0.001,0.0
33,0.4893328845500946,1.9217406273756406,0.0019217406273756405,0.0,0.001,0.0
34,0.36362478137016296,1.619975925569402,0.001619975925569402,0.0,0.001,0.0
35,0.5479626655578613,2.552782059381447,0.002552782059381447,0.0,0.001,0.0
36,0.48556584119796753,2.3080718219150143,0.0023080718219150144,0.0,0.001,0.0
37,0.3976036012172699,1.9849318406346712,0.0019849318406346714,0.0,0.001,0.0
38,0.5417951941490173,1.7291823896575085,0.0017291823896575084,0.0,0.001,0.0
39,0.3509092330932617,1.9149210555025717,0.0019149210555025717,0.0,0.001,0.0
40,0.42252880334854126,1.221864653250081,0.001221864653250081,0.0,0.001,0.0
41,0.3697569668292999,2.6027937107906354,0.0026027937107906355,0.0,0.001,0.0
42,0.4602483808994293,1.9872649705439223,0.0019872649705439224,0.0,0.001,0.0
43,0.3429184556007385,1.5522489307887375,0.0015522489307887375,0.0,0.001,0.0
44,0.39047643542289734,2.151154594176655,0.002151154594176655,0.0,0.001,0.0
45,0.3550081253051758,1.2427627185920411,0.0012427627185920412,0.0,0.001,0.0
46,0.29850947856903076,1.4627894072090875,0.0014627894072090876,0.0,0.001,0.0
47,0.3367246389389038,1.4471947562417622,0.0014471947562417623,0.0,0.001,0.0
48,0.38928139209747314,2.1020408071080054,0.0021020408071080053,0.0,0.001,0.0
49,0.5524468421936035,2.2360949500373413,0.0022360949500373414,0.0,0.001,0.0
50,0.18759474158287048,0.8553097117578422,0.0008553097117578422,0.0,0.001,0.0
51,0.28906479477882385,1.0726494515433616,0.0010726494515433617,0.0,0.001,0.0
52,0.4669836163520813,1.9811026001239083,0.0019811026001239082,0.0,0.001,0.0
53,0.5209358930587769,2.062885624232834,0.002062885624232834,0.0,0.001,0.0
54,0.2862870991230011,1.252302028538959,0.001252302028538959,0.0,0.001,0.0
55,0.421664834022522,1.4732266868105655,0.0014732266868105655,0.0,0.001,0.0
56,0.35521137714385986,1.180392467146852,0.001180392467146852,0.0,0.001,0.0
57,0.34950947761535645,1.707636098312933,0.001707636098312933,0.0,0.001,0.0
58,0.3513675332069397,1.6054116362843327,0.0016054116362843327,0.0,0.001,0.0
59,0.3939753472805023,1.6552505574762313,0.0016552505574762312,0.0,0.001,0.0
60,0.4952656328678131,2.2347687600466175,0.0022347687600466175,0.0,0.001,0.0
61,0.2736777067184448,1.1350238380635849,0.0011350238380635849,0.0,0.001,0.0
62,0.4202128052711487,1.0103237077810212,0.0010103237077810213,0.0,0.001,0.0
63,0.17401070892810822,1.2916287168686142,0.0012916287168686143,0.0,0.001,0.0
64,0.31220853328704834,1.2642955293242553,0.0012642955293242553,0.0,0.001,0.0
65,0.3453487753868103,1.7840517867623946,0.0017840517867623946,0.0,0.001,0.0
66,0.3406541347503662,1.722828679222025,0.0017228286792220252,0.0,0.001,0.0
67,0.34673288464546204,0.9275575573259356,0.0009275575573259356,0.0,0.001,0.0
68,0.2868427336215973,1.0033226537911093,0.0010033226537911094,0.0,0.001,0.0
69,0.31836238503456116,1.5937593159106536,0.0015937593159106537,0.0,0.001,0.0
70,0.32103419303894043,1.080250472280676,0.001080250472280676,0.0,0.001,0.0
71,0.3136324882507324,1.8867078932261547,0.0018867078932261548,0.0,0.001,0.0
72,0.2975751757621765,1.30265632932798,0.0013026563293279802,0.0,0.001,0.0
73,0.37119704484939575,2.0051915369252824,0.0020051915369252824,0.0,0.001,0.0
74,0.28281116485595703,1.1477204077571277,0.0011477204077571276,0.0,0.001,0.0
75,0.35017630457878113,1.549072886848098,0.001549072886848098,0.0,0.001,0.0
76,0.41914716362953186,1.147328170810194,0.0011473281708101939,0.0,0.001,0.0
77,0.33912497758865356,1.3288285067104455,0.0013288285067104455,0.0,0.001,0.0
78,0.3351072669029236,0.855809812096847,0.000855809812096847,0.0,0.001,0.0
79,0.4073082208633423,1.626014707299714,0.001626014707299714,0.0,0.001,0.0
80,0.30673161149024963,1.6885927199421196,0.0016885927199421196,0.0,0.001,0.0
81,0.42423781752586365,1.4082928454962076,0.0014082928454962076,0.0,0.001,0.0
82,0.1596171259880066,0.794900747703965,0.000794900747703965,0.0,0.001,0.0
83,0.2590847611427307,1.2271776063974507,0.0012271776063974508,0.0,0.001,0.0
84,0.21721340715885162,0.6956162007556681,0.0006956162007556681,0.0,0.001,0.0
85,0.33054572343826294,0.9725727883001692,0.0009725727883001693,0.0,0.001,0.0
86,0.28066954016685486,1.4786135514332994,0.0014786135514332993,0.0,0.001,0.0
87,0.2729397714138031,1.250319397230294,0.001250319397230294,0.0,0.001,0.0
88,0.5377219915390015,1.4361338167150148,0.0014361338167150149,0.0,0.001,0.0
89,0.2985840141773224,0.782217151763269,0.000782217151763269,0.0,0.001,0.0
90,0.2558783292770386,0.9600204207341183,0.0009600204207341183,0.0,0.001,0.0
