function,optimizer,seed,noise_std,noise_type,final_loss,final_x,final_y,iterations,converged
SaddlePoint,SGD_Momentum,789,0.1,multiplicative,0.0,0.49957835530870986,0.5005513160567433,1,True
SaddlePoint,SGD_Momentum,1011,0.1,multiplicative,0.0,0.49958161491391795,0.5003887979544881,1,True
SaddlePoint,SGD_Momentum,1213,0.1,multiplicative,0.0,0.4994638241567567,0.5005153909017583,1,True
SaddlePoint,SGD_Momentum,1415,0.1,multiplicative,0.0,0.4995323318161386,0.500426529434443,1,True
SaddlePoint,SGD_Momentum,1617,0.1,multiplicative,0.0,0.4993485966435511,0.5006042872995267,1,True
SaddlePoint,SGD_Momentum,1819,0.1,multiplicative,0.0,0.49954167085925916,0.5005344060125693,1,True
SaddlePoint,SGD_Momentum,2021,0.1,multiplicative,0.0,0.4993947394444322,0.5004521988128675,1,True
SaddlePoint,Adam,42,0.1,multiplicative,0.0,0.4500000009343646,0.5499999990191785,1,True
SaddlePoint,Adam,123,0.1,multiplicative,0.0,0.4500000011813786,0.5499999988357934,1,True
SaddlePoint,Adam,456,0.1,multiplicative,0.0,0.4500000011043471,0.54999999906582,1,True
SaddlePoint,Adam,789,0.1,multiplicative,0.0,0.4500000011858325,0.5499999990930792,1,True
SaddlePoint,Adam,1011,0.1,multiplicative,0.0,0.4500000011950712,0.5499999987139851,1,True
SaddlePoint,Adam,1213,0.1,multiplicative,0.0,0.4500000009325299,0.5499999990298626,1,True
SaddlePoint,Adam,1415,0.1,multiplicative,0.0,0.45000000106913407,0.549999998827748,1,True
SaddlePoint,Adam,1617,0.1,multiplicative,0.0,0.45000000076757357,0.549999999172579,1,True
SaddlePoint,Adam,1819,0.1,multiplicative,0.0,0.45000000109091903,0.5499999990643818,1,True
SaddlePoint,Adam,2021,0.1,multiplicative,0.0,0.4500000008260905,0.5499999988942917,1,True
SaddlePoint,RMSProp,42,0.1,multiplicative,0.0,0.46837722526704534,0.5316227746400409,1,True
SaddlePoint,RMSProp,123,0.1,multiplicative,0.0,0.4683772257610733,0.5316227742732708,1,True
SaddlePoint,RMSProp,456,0.1,multiplicative,0.0,0.46837722560701034,0.5316227747333239,1,True
SaddlePoint,RMSProp,789,0.1,multiplicative,0.0,0.46837722576998114,0.5316227747878423,1,True
SaddlePoint,RMSProp,1011,0.1,multiplicative,0.0,0.4683772257884586,0.531622774029654,1,True
SaddlePoint,RMSProp,1213,0.1,multiplicative,0.0,0.4683772252633759,0.5316227746614091,1,True
SaddlePoint,RMSProp,1415,0.1,multiplicative,0.0,0.46837722553658423,0.5316227742571799,1,True
SaddlePoint,RMSProp,1617,0.1,multiplicative,0.0,0.4683772249334633,0.5316227749468418,1,True
