Optimizer/Config,Final Loss,Loss Std,Final Test Acc (%),Acc Std (%),Speed (iters/sec)
ResNet18_CIFAR10_SGD_Momentum,0.2191,0.0032,85.774,1.7838,0.0
ResNet18_CIFAR10_Adam,0.2099,0.0024,85.774,1.7838,0.0
