epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.3496769645775066,0.2739514260292053,88.46666666666667,,
2,0.18976960339966942,0.29766135319073994,89.06666666666666,,
3,0.09435920491113382,0.28444126415252685,90.33333333333333,,
4,0.045480919582878844,0.31554460342725116,90.26666666666667,,
5,0.03783978873403633,0.4001460657119751,89.73333333333333,,
6,0.021612770992605126,0.44620740493138633,89.33333333333333,,
7,0.014810687364188625,0.437725963751475,90.8,,
8,0.0057091879925060575,0.5770617178281148,90.2,,
9,0.00992897854104419,0.4816921648979187,90.6,,
10,0.002717664461199413,0.49531789096196494,91.33333333333333,,
11,0.0007075055135715314,0.5580382932027181,90.93333333333334,,
12,0.0003390857703600298,0.5751632828712463,91.0,,
13,0.00039761422984028127,0.608640518506368,90.86666666666666,,
14,0.0005782057645059574,0.5933122655550639,91.13333333333334,90.1,0.5613699598312378
