epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.3300409424445208,0.27092916043599446,88.73333333333333,,
2,0.1776960701521705,0.2693844231367111,89.33333333333333,,
3,0.09743095409870148,0.3100968245665232,89.46666666666667,,
4,0.04538492389198612,0.4096648754278819,88.86666666666666,,
5,0.03600410879184218,0.497191699663798,86.6,,
6,0.022292331149692046,0.4891537145376205,88.53333333333333,,
7,0.012006105605731992,0.47514039228359856,89.6,,
8,0.0071114949636599594,0.5732704576651255,89.2,,
9,0.006073834293576725,0.5860371644496918,89.26666666666667,,
10,0.0058499829591635395,0.5592110282580057,89.73333333333333,,
11,0.0018219727561877602,0.5882461609045665,89.93333333333334,,
12,0.0012236260523992206,0.6147085496584574,89.46666666666667,,
13,0.0010789146256592016,0.6239791397253672,89.6,,
14,0.000749989049276337,0.6405014812151592,89.53333333333333,,
15,0.00028250664853326536,0.6294961857795716,89.6,90.2,0.5641199768781662
