epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.3477341551850824,0.2638393454551697,89.2,,
2,0.18703295881607954,0.269682065486908,89.33333333333333,,
3,0.09257450494082535,0.2971949214935303,89.73333333333333,,
4,0.05536217156140243,0.343223383585612,90.13333333333334,,
5,0.033991920727579034,0.38398569138844807,88.8,,
6,0.02952421380228856,0.34244049390157066,90.26666666666667,,
7,0.014025866031427595,0.4456141986846924,89.33333333333333,,
8,0.010790910665247152,0.5287121305465698,88.46666666666667,,
9,0.007932689196977984,0.5287431338628134,88.26666666666667,,
10,0.00775024553697885,0.5031307948430379,88.8,91.1,0.3213066654205322
