epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.33041619843595166,0.3541926894187927,83.86666666666666,,
2,0.18867132298385395,0.2900942749977112,88.86666666666666,,
3,0.09303137856020646,0.38291704599062604,88.73333333333333,,
4,0.04408173137464944,0.3798325910568237,89.4,,
5,0.038421589446856697,0.49755150731404624,88.0,,
6,0.015779421689755775,0.5190385659535726,88.8,,
7,0.01801777395606041,0.4829707452456156,89.46666666666667,,
8,0.007814344001824364,0.5456852555274964,89.86666666666666,,
9,0.0023819366709520932,0.6065138867696126,90.2,,
10,0.0035364070940105356,0.657573941230774,89.6,,
11,0.002836487605400822,0.6239461375872294,89.93333333333334,,
12,0.0012422261757721357,0.6593643980026245,89.6,,
13,0.0017957116069600863,0.6643611348470052,89.73333333333333,90.75,0.5194777781963349
