epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.6057058969245237,0.3277712366580963,85.93333333333334,,
2,0.32875995376530814,0.25699557105700177,89.26666666666667,,
3,0.26503643128451176,0.24011117188135783,89.6,,
4,0.22616706553627464,0.2774978465239207,88.6,,
5,0.18418976050965927,0.2533444816271464,89.53333333333333,,
6,0.15813848509858636,0.2734040367603302,89.33333333333333,,
7,0.12460230506868923,0.27800619006156924,89.86666666666666,,
8,0.09752581704013488,0.2925268494288127,90.26666666666667,,
9,0.07555601144538206,0.3123215393225352,89.73333333333333,,
10,0.057487185758702895,0.3359777981440226,89.6,,
11,0.04596283916866078,0.3479482882817586,89.73333333333333,,
12,0.04039740677440868,0.3593630838394165,89.93333333333334,87.8,0.33532186079025267
