epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,20.488445281982425,,469.0,,,,,False,128.0,128.0,1.835230181503296,0.6377
2,eval,,,,,,,42.26757216453552,,938.0,,,,,False,128.0,128.0,1.386327576828003,0.7684
3,eval,,,,,,,63.827589988708496,,1407.0,,,,,False,128.0,128.0,1.0391446537017823,0.8173
4,eval,,,,,,,86.10732007026672,,1876.0,,,,,False,128.0,128.0,0.808169434261322,0.8416
5,eval,,,,,,,108.93039989471436,,2345.0,,,,,False,128.0,128.0,0.6656241834640503,0.8574
6,eval,,,,,,,131.3955852985382,,2814.0,,,,,False,128.0,128.0,0.5762456638813018,0.8683
7,eval,,,,,,,155.26534128189087,,3283.0,,,,,False,128.0,128.0,0.5176425454616547,0.8759
8,eval,,,,,,,179.6411998271942,,3752.0,,,,,False,128.0,128.0,0.476708271408081,0.8814
9,eval,,,,,,,204.837815284729,,4221.0,,,,,False,128.0,128.0,0.4464555897712707,0.8867
10,eval,,,,,,,232.61056780815125,,4690.0,,,,,False,128.0,128.0,0.4229069792509079,0.8912
