epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,49.142855405807495,,469.0,,,,,False,128.0,128.0,1.8405583707809448,0.6719
2,eval,,,,,,,99.56397771835329,,938.0,,,,,False,128.0,128.0,1.395085718345642,0.781
3,eval,,,,,,,160.59574365615845,,1407.0,,,,,False,128.0,128.0,1.0422365550994872,0.8214
4,eval,,,,,,,220.8784589767456,,1876.0,,,,,False,128.0,128.0,0.8118515752792358,0.845
5,eval,,,,,,,275.64601969718933,,2345.0,,,,,False,128.0,128.0,0.6684463351726532,0.8606
