epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,21.46728754043579,,469.0,,,,,False,128.0,128.0,1.8194941614151,0.6637
2,eval,,,,,,,43.99513053894043,,938.0,,,,,False,128.0,128.0,1.3709542936325074,0.755
3,eval,,,,,,,66.00638222694397,,1407.0,,,,,False,128.0,128.0,1.0273971036911012,0.8095
4,eval,,,,,,,88.58056783676147,,1876.0,,,,,False,128.0,128.0,0.8029632557868958,0.8389
5,eval,,,,,,,111.40159702301024,,2345.0,,,,,False,128.0,128.0,0.662903743648529,0.8567
6,eval,,,,,,,134.2973434925079,,2814.0,,,,,False,128.0,128.0,0.5741432829380035,0.8682
7,eval,,,,,,,158.52898025512695,,3283.0,,,,,False,128.0,128.0,0.5148396141529084,0.8766
8,eval,,,,,,,184.2101414203644,,3752.0,,,,,False,128.0,128.0,0.47352200050354,0.8847
9,eval,,,,,,,210.158207654953,,4221.0,,,,,False,128.0,128.0,0.4426638455867767,0.8887
10,eval,,,,,,,236.84253001213077,,4690.0,,,,,False,128.0,128.0,0.4191913356304169,0.891
