epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,22.294353723526,,469.0,,,,,False,128.0,128.0,1.860490865325928,0.6342
2,eval,,,,,,,44.0514543056488,,938.0,,,,,False,128.0,128.0,1.4095568895339965,0.759
3,eval,,,,,,,65.83424997329712,,1407.0,,,,,False,128.0,128.0,1.0518974477767944,0.8062
4,eval,,,,,,,87.29728484153748,,1876.0,,,,,False,128.0,128.0,0.8161984954833984,0.8328
5,eval,,,,,,,110.42632150650024,,2345.0,,,,,False,128.0,128.0,0.6711877799510956,0.852
6,eval,,,,,,,133.10919427871704,,2814.0,,,,,False,128.0,128.0,0.5799650593280792,0.8648
7,eval,,,,,,,157.11222004890442,,3283.0,,,,,False,128.0,128.0,0.5198365989208221,0.8734
8,eval,,,,,,,183.07128858566284,,3752.0,,,,,False,128.0,128.0,0.4777326830387115,0.8807
9,eval,,,,,,,209.6401596069336,,4221.0,,,,,False,128.0,128.0,0.4467318110466003,0.8853
10,eval,,,,,,,235.91625475883484,,4690.0,,,,,False,128.0,128.0,0.4228398212909698,0.8887
