epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,21.59281063079834,,469.0,,,,,False,128.0,128.0,1.8588686555862424,0.6349
2,eval,,,,,,,43.13749027252197,,938.0,,,,,False,128.0,128.0,1.4125843963623046,0.7426
3,eval,,,,,,,65.02006578445435,,1407.0,,,,,False,128.0,128.0,1.060528985309601,0.8014
4,eval,,,,,,,85.97570371627808,,1876.0,,,,,False,128.0,128.0,0.822141069984436,0.838
5,eval,,,,,,,107.91263914108276,,2345.0,,,,,False,128.0,128.0,0.6725189727306365,0.8577
6,eval,,,,,,,130.76577234268188,,2814.0,,,,,False,128.0,128.0,0.5788495820522308,0.8694
7,eval,,,,,,,155.08005809783936,,3283.0,,,,,False,128.0,128.0,0.5172165523052216,0.8773
8,eval,,,,,,,179.68999528884888,,3752.0,,,,,False,128.0,128.0,0.4745153535842895,0.8833
9,eval,,,,,,,206.0583152770996,,4221.0,,,,,False,128.0,128.0,0.4436185901641846,0.8874
10,eval,,,,,,,232.82530570030207,,4690.0,,,,,False,128.0,128.0,0.4198739070653915,0.8924
