epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,24.621160984039307,,469.0,,,,,False,128.0,128.0,1.8275460052490236,0.6579
2,eval,,,,,,,47.69817042350769,,938.0,,,,,False,128.0,128.0,1.3776333839416504,0.7625
3,eval,,,,,,,70.32212805747986,,1407.0,,,,,False,128.0,128.0,1.037619584274292,0.8089
4,eval,,,,,,,95.75249910354614,,1876.0,,,,,False,128.0,128.0,0.8129374208450317,0.835
5,eval,,,,,,,118.811616897583,,2345.0,,,,,False,128.0,128.0,0.6720527839183807,0.8545
6,eval,,,,,,,142.35727167129517,,2814.0,,,,,False,128.0,128.0,0.5826395534992218,0.8683
7,eval,,,,,,,167.43045210838318,,3283.0,,,,,False,128.0,128.0,0.5228768918037414,0.8763
8,eval,,,,,,,192.17359495162964,,3752.0,,,,,False,128.0,128.0,0.4809286800384521,0.8824
9,eval,,,,,,,217.56164407730105,,4221.0,,,,,False,128.0,128.0,0.4500142342090606,0.8866
10,eval,,,,,,,243.90893626213077,,4690.0,,,,,False,128.0,128.0,0.4260898050308228,0.8904
