epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,22.88619446754456,,469.0,,,,,False,128.0,128.0,1.8372523580551148,0.6341
2,eval,,,,,,,44.7104082107544,,938.0,,,,,False,128.0,128.0,1.3962147985458373,0.7622
3,eval,,,,,,,66.09056448936462,,1407.0,,,,,False,128.0,128.0,1.0461221385002135,0.814
4,eval,,,,,,,88.0553126335144,,1876.0,,,,,False,128.0,128.0,0.8150409466743469,0.8391
5,eval,,,,,,,110.17471623420715,,2345.0,,,,,False,128.0,128.0,0.6714423460960388,0.8558
6,eval,,,,,,,133.69375228881836,,2814.0,,,,,False,128.0,128.0,0.58109732837677,0.8692
7,eval,,,,,,,158.56065392494202,,3283.0,,,,,False,128.0,128.0,0.5214051191329956,0.8761
8,eval,,,,,,,183.5455806255341,,3752.0,,,,,False,128.0,128.0,0.4793493688583374,0.8816
9,eval,,,,,,,210.25634670257568,,4221.0,,,,,False,128.0,128.0,0.4483157482624054,0.8866
10,eval,,,,,,,237.23919796943665,,4690.0,,,,,False,128.0,128.0,0.4246204795837402,0.8899
