epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,50.17533731460571,,469.0,,,,,False,128.0,128.0,1.835230181503296,0.6377
2,eval,,,,,,,99.12904953956604,,938.0,,,,,False,128.0,128.0,1.386327576828003,0.7684
3,eval,,,,,,,148.2618532180786,,1407.0,,,,,False,128.0,128.0,1.0391446537017823,0.8173
4,eval,,,,,,,201.1022002696991,,1876.0,,,,,False,128.0,128.0,0.808169434261322,0.8416
5,eval,,,,,,,261.45523977279663,,2345.0,,,,,False,128.0,128.0,0.6656241834640503,0.8574
