optimizer,seed,train_loss,train_acc,test_loss,test_acc,training_time,epochs_completed
SAM_Adam,42,0.1094918525152242,97.26666666666667,0.08490219544619322,97.26,15.972198247909546,2
AdaBound,42,0.31916036309082624,90.675,0.2834814459551126,91.66,15.690879344940186,2
RAdam,42,0.3599184133809433,94.60666666666667,0.4086960922460996,95.45,15.535691261291504,2
LAMB,42,0.4767091886829466,87.85166666666667,0.37229249607771636,89.78,15.241849184036255,2
