experiment,optimizer,n_runs,mean_loss,std_loss
2d,Adam,6,0.013042065753748206,0.013068890441847326
2d,SAM_SGD,6,0.7608123456272478,0.6500852347412228
2d,SGD,6,199.45493479982133,182.50620013078333
