Seed,Beta1,Beta2,Optimizer,Final_Train_Acc,Final_Test_Acc,Final_Train_Loss,Final_Test_Loss,mean_grad_norm,std_grad_norm,mean_update_mag,final_param_distance,mean_speed,std_speed,smoothness,oscillation_index,final_loss_std
42,0.5,0.999,adam,98.75,85.05,0.05762348812120625,0.49339911341667175,0.8193819010889459,0.37753821499062135,0.0008193819010889459,9.656079292297363,1.1464715,0.23592812,1.112891,0.0364322372407854,0.021581929037968864
42,0.9,0.999,adam,98.48,93.3,0.06139021925628185,0.21671555610373616,0.8520816705467559,0.38145128265869005,0.000852081670546756,10.146078109741211,1.1632123,0.27459064,1.0385084,0.036135926210464686,0.019566342493287533
42,0.99,0.999,adam,98.1,92.4,0.07456400672186024,0.2366523710079491,1.3469087060672567,0.6698767174053009,0.0013469087060672567,12.316701889038086,1.3721892,0.5067442,0.8033107,0.032508200535954934,0.027140484477806565
