epoch,optimizer,noise_rate,seed,train_loss,train_acc,val_loss,val_acc,best_val_acc,best_val_epoch,test_acc,test_loss,peak_val_acc,peak_val_epoch,final_test_loss,final_test_acc
0,AdamW,0.0,42,0.2861433672860816,91.75185185185184,0.1259076061646143,96.65,96.65,0,96.65,0.1259076061646143,,,,
1,AdamW,0.0,42,0.1195181766505594,96.4037037037037,0.0898493938843409,97.35,97.35,1,96.93,0.0981441702231764,97.35,1.0,0.0981441702231764,96.93
