beta,effective_lr,final_loss,convergence_iters,smoothness,oscillation_index,mean_update_magnitude,final_grad_norm,converged,diverged,status
0.0,0.01,5.381866820416363,1001,-0.18395759513426813,0.6126126126126126,0.0008226530733468164,0.04827608270258332,False,False,max_iters
0.5,0.01,5.381869129844137,1001,0.20856728655043022,0.3733733733733734,0.0010055144199518254,0.03807486701381727,False,False,max_iters
0.7,0.01,5.381865010590634,1001,0.3723204823794207,0.27927927927927926,0.0014348647580632768,0.0030646541729101554,False,False,max_iters
0.9,0.01,5.381869231721669,1001,0.5538160801479499,0.15615615615615616,0.003615509094441583,0.07155814215795815,False,False,max_iters
0.95,0.01,4.884100084840707,1001,0.6008974411924963,0.15815815815815815,0.007281845011221037,0.043962936829978615,False,False,max_iters
0.99,0.01,3.574543592420611,1001,0.7153801916965542,0.07507507507507508,0.04106435635462601,0.19478471537757536,False,False,max_iters
