beta,effective_lr,final_loss,convergence_iters,smoothness,oscillation_index,mean_update_magnitude,final_grad_norm,converged,diverged,status
0.0,0.001,0.6430039256971188,1501,0.9725787050797329,0.0133422281521014,0.0023742694292576915,1.4895298283083138,False,False,max_iters
0.5,0.001,0.048382053171063095,1501,0.9916467470803066,0.00333555703802535,0.0026672042439965485,0.24343599290712867,False,False,max_iters
0.7,0.001,0.0063300262496157516,1501,0.9866938406540208,0.00600400266844563,0.0029615106652199127,0.06473028195990355,False,False,max_iters
0.9,0.001,4.245119845237217e-06,1501,0.8279515501267691,0.052701801200800535,0.003573478976507389,0.02163728727988908,False,False,max_iters
0.95,0.001,5.199336506366099e-07,1501,0.6420805724033614,0.1314209472981988,0.0040129591745580095,0.03616988196585108,False,False,max_iters
0.99,0.001,2.68189119172383e-05,1501,0.547172033909499,0.23082054703135424,0.016805862688886973,0.06098218602704093,False,False,max_iters
