batch_size,scaled_lr,acc_mean,acc_std,loss_mean,loss_std,rank_score
32,0.00125,96.524,0.10343571611596084,0.11703129372533552,0.0022188794172954412,95.53603179213933
256,0.01,96.47049999999999,0.12626100785778327,0.11841355627005412,0.0032765026904386374,95.46006104591066
512,0.02,96.3905,0.1247091352750579,0.12184083044950689,0.003494670032164568,95.35341878876642
