epoch,train_acc,test_acc,train_loss,test_loss
1,94.755,94.78,0.1861467035651207,0.18517980704903603
2,96.67666666666666,96.38,0.11750106420119603,0.12738129201382398
3,97.46666666666667,96.83,0.0907286298573017,0.10629322142153978
4,98.07833333333333,97.27,0.07197064231236776,0.08902109123840928
5,98.39166666666667,97.51,0.057313519004980724,0.07839479388985783
6,98.80833333333334,97.74,0.04677677490909894,0.07414728352278471
7,98.905,97.61,0.042116195768117905,0.07436134537160397
8,99.155,97.92,0.034873195616404215,0.06800513901459053
9,99.35666666666667,98.05,0.02805590452005466,0.06382043525269256
10,99.50666666666666,98.02,0.02408940982123216,0.06222784245163202
11,99.59833333333333,97.94,0.02148492428958416,0.06491183139942587
12,99.655,98.01,0.018764813089370728,0.061431427144585174
13,99.745,98.05,0.016498988086233537,0.06055627984255552
14,99.79,98.07,0.014530339721093575,0.060026407833979466
15,99.84333333333333,98.11,0.012868663995712995,0.059820693528768606
