epoch,train_acc,test_acc,train_loss,test_loss
1,86.08,82.0,0.5097516481399537,0.6260965051651001
2,90.32,86.65,0.3499724603652954,0.45967293524742125
3,91.96,88.0,0.2892244568347931,0.39659692645072936
4,93.14,89.2,0.25490444203615187,0.3681677360534668
5,93.84,89.45,0.22777829692363738,0.34684413170814515
6,94.12,90.25,0.21151865075826645,0.3305290777683258
7,94.88,90.55,0.18979214996099472,0.310743227481842
8,95.24,90.9,0.17296226596832276,0.29693472623825073
9,95.64,91.0,0.15765348916053773,0.28676993560791014
10,95.95,91.35,0.14829985884428024,0.27956514263153076
