epoch,train_acc,test_acc,train_loss,test_loss
1,90.76,86.95,0.32500692529678343,0.42761135387420657
2,92.72,89.0,0.25917415163517,0.3757693543434143
3,94.33,90.25,0.2007150366783142,0.3214292886257172
4,95.51,91.2,0.16855186858773233,0.2966497708559036
5,96.13,91.5,0.14061675660610198,0.2747233438491821
6,96.57,91.5,0.12753366397619248,0.26233853328227996
7,97.45,92.25,0.10594153038859368,0.24435055828094482
8,97.96,92.65,0.08945089012980462,0.23247164261341094
9,98.09,92.25,0.08113136224746705,0.22970335698127747
10,98.36,92.8,0.07592870081067085,0.22826216089725496
