epoch,train_acc,test_acc,train_loss,test_loss
1,89.51,85.45,0.35945378277301787,0.4718042559623718
2,92.16,88.0,0.28075815024375916,0.3999319703578949
3,93.54,89.2,0.22714446358680726,0.3498658113479614
4,94.56,90.35,0.19605989916324615,0.3265734794139862
5,95.35,90.1,0.1658739719390869,0.3044150354862213
6,95.8,90.7,0.15272174522876739,0.28826525700092315
7,96.83,91.65,0.12399407292604446,0.26528764295578006
8,97.3,92.05,0.10705111605525017,0.2518871953487396
9,97.49,91.9,0.09584089934825897,0.24644528603553773
10,97.92,92.75,0.08621078806221485,0.2408159416913986
