epoch,train_acc,test_acc,train_loss,test_loss
1,89.71,86.05,0.5428719753742218,0.6610262336730957
2,92.69,88.3,0.45454696340560913,0.5689707307815551
3,94.18,90.1,0.41243551354408264,0.5269468412399292
4,95.29,91.1,0.3714951319694519,0.4860431387424469
5,96.0,91.75,0.34694564094543456,0.4651880493164062
6,96.52,91.8,0.32931316924095155,0.44529870223999024
7,97.13,92.55,0.3143130577802658,0.4340697784423828
8,97.61,93.1,0.3073261548757553,0.4241263709068298
9,97.87,93.2,0.2881143678188324,0.4109165472984314
10,98.05,93.75,0.29125569844245913,0.41186144399642943
