epoch,train_acc,test_acc,train_loss,test_loss
1,89.71,85.6,0.3569194524884224,0.48287635946273805
2,91.5,87.1,0.2952663053035736,0.42647945356369016
3,93.08,88.6,0.24186619565486908,0.3761626772880554
4,94.02,89.0,0.21220147858858107,0.3575588788986206
5,94.69,89.15,0.19170210738182067,0.34487272357940674
6,94.98,89.95,0.17715206623077392,0.32798366594314576
7,95.67,90.35,0.15735560290217399,0.3127735116481781
8,96.29,90.65,0.1403502236366272,0.2988999199867248
9,96.42,90.65,0.12717533884048463,0.2959970154762268
10,96.3,90.7,0.1353941579580307,0.3078017075061798
