epoch,train_acc,test_acc,train_loss,test_loss
1,90.25,86.9,0.38656751861572264,0.49439768385887145
2,92.86,88.7,0.3217668426990509,0.43485841917991636
3,94.29,90.3,0.27414979741573337,0.38655660486221316
4,95.37,91.7,0.23912491774559022,0.3527970061302185
5,95.99,92.3,0.21538255817890167,0.3332556767463684
6,96.54,92.2,0.1973767593860626,0.3141369605064392
7,97.28,92.75,0.18151516698598863,0.30138397645950316
8,97.72,93.4,0.16665395390987398,0.2851064109802246
9,97.99,93.55,0.15650239896774293,0.2802355694770813
10,98.26,93.7,0.15410494592189788,0.2758775961399078
