epoch,train_acc,test_acc,train_loss,test_loss
1,90.37,86.65,0.38508433101177214,0.5020138816833496
2,92.74,88.55,0.3185078553676605,0.4354248561859131
3,94.22,90.75,0.2728570415019989,0.38643184161186217
4,95.43,91.35,0.23556956430673598,0.3511942229270935
5,96.06,91.7,0.21269209632873534,0.33115670442581174
6,96.69,92.5,0.19374991903305053,0.30954776620864866
7,97.34,93.1,0.1793830691576004,0.29725351095199587
8,97.79,93.55,0.16479047379493714,0.28207057070732117
9,98.11,93.55,0.15404014387130738,0.27691110730171203
10,98.26,94.15,0.1532326611638069,0.27455007696151734
