epoch,train_acc,test_acc,train_loss,test_loss
1,89.67,86.2,0.35739735951423646,0.46374633359909057
2,92.26,88.1,0.2794547737121582,0.3931137042045593
3,93.8,89.65,0.22362711763381957,0.3387303805351257
4,94.72,90.55,0.19268792352676392,0.3167345242500305
5,95.35,90.55,0.16358350682258607,0.2956332695484161
6,95.86,90.9,0.1481971212744713,0.27770588207244873
7,96.81,92.1,0.12236413850188255,0.25827018117904665
8,97.38,92.2,0.10584495309591294,0.2447064461708069
9,97.59,92.0,0.09617945728302002,0.24292224979400634
10,97.99,92.7,0.0857537609755993,0.2327970941066742
