epoch,train_acc,test_acc,train_loss,test_loss
1,90.39,86.5,0.3488714628338814,0.4597127137184143
2,92.41,88.45,0.26996692752838136,0.38487154054641726
3,94.0,90.1,0.2147483448266983,0.327836147069931
4,95.18,90.8,0.17819913585782052,0.3020610909461975
5,95.59,91.55,0.15357366709709167,0.2737876260280609
6,96.23,91.75,0.13451416189670562,0.2555552424192429
7,96.71,92.2,0.12074638339877129,0.2433448383808136
8,97.15,92.7,0.10466078051924706,0.2310891159772873
9,97.32,92.65,0.09654292340278625,0.22818179047107698
10,97.55,93.1,0.08907898526489734,0.21837432301044465
