epoch,train_acc,test_acc,train_loss,test_loss
1,90.31,86.65,0.3438709323644638,0.45612496161460875
2,92.59,88.3,0.26578738079071046,0.38203927445411684
3,93.94,90.0,0.21097447414398193,0.3252280278205872
4,94.99,91.15,0.17531294981241227,0.29351478123664854
5,95.72,91.55,0.15211474003791808,0.2771797730922699
6,96.4,92.05,0.13051655663251877,0.25528592491149904
7,96.99,92.25,0.11807467951774597,0.24595694184303285
8,97.37,92.65,0.10098619216680527,0.22747414231300353
9,97.64,93.35,0.09094708709716796,0.22089144814014436
10,97.97,93.3,0.08308230020552873,0.2146341527700424
