epoch,train_acc,test_acc,train_loss,test_loss
1,90.27,86.35,0.34002731575965883,0.44842291021347047
2,92.59,88.45,0.2649407256603241,0.38159879970550536
3,93.9,89.75,0.21375342273712158,0.3290019679069519
4,95.11,91.1,0.17767944407463074,0.3027259931564331
5,95.75,91.15,0.15288566720485688,0.2800267325639725
6,96.42,91.8,0.13319925656318665,0.2586436384916306
7,97.0,92.5,0.11603100128173828,0.24207605743408203
8,97.53,92.55,0.10142960583567619,0.23019993710517883
9,97.58,92.55,0.09100999765396119,0.2259185938835144
10,97.75,92.85,0.08882750987410545,0.2271480175256729
