epoch,train_acc,test_acc,train_loss,test_loss
1,86.68,83.55,0.4964436274051666,0.6102744121551513
2,90.24,86.55,0.35024407572746274,0.45970588636398313
3,91.8,87.85,0.29179086563587187,0.39851834845542905
4,92.94,88.85,0.2594486271739006,0.3732173476219177
5,93.47,89.15,0.23281082398891448,0.35190633606910704
6,93.77,89.7,0.21678968000411988,0.33627932834625246
7,94.6,90.25,0.19333793299198151,0.314943763256073
8,95.1,90.45,0.17567101998329163,0.3003297142982483
9,95.55,90.8,0.15978738436698914,0.2895415930747986
10,95.87,91.3,0.1505345956861973,0.28339462077617644
