epoch,train_acc,test_acc,train_loss,test_loss
1,67.71,79.8,1.018030218410492,0.6932988967895508
2,78.85,84.75,0.7232002928733826,0.5460439245700837
3,84.4,88.3,0.5324270607948304,0.4132123146057129
4,88.02,92.25,0.4276396087169647,0.3232934741973877
5,89.59,92.85,0.3689942762374878,0.2945425364971161
6,90.3,92.65,0.3336255159854889,0.2730704925060272
7,91.51,93.4,0.3024636608242989,0.24167749774456024
8,92.01,93.2,0.2847595040798187,0.23633495247364045
9,92.43,94.3,0.25446225967407227,0.21107029461860657
10,93.02,94.3,0.25461422696709635,0.2064247533082962
