epoch,train_acc,test_acc,train_loss,test_loss
1,94.86,94.66,0.1827623619278272,0.18210342359542847
2,96.78333333333333,96.26,0.11440952689051628,0.1247359750688076
3,97.57,96.84,0.08767616537809372,0.10395622719973326
4,98.01,97.23,0.0733055214047432,0.08973075970262288
5,98.43333333333334,97.55,0.05578040776252747,0.0773282360656187
6,98.82833333333333,97.77,0.04592858482797941,0.07307150573730468
7,98.91,97.72,0.04090909432967504,0.07298382473737001
8,99.2,97.77,0.03445198937803507,0.06885383554492146
9,99.38,97.99,0.027681744125485422,0.06473586361808702
10,99.49833333333333,98.06,0.02411015668908755,0.06342054698010907
11,99.60833333333333,97.96,0.021186968905230363,0.06494328847415745
12,99.71166666666667,98.09,0.017853517629702886,0.06196202551177703
13,99.71666666666667,98.12,0.017346063309162857,0.0625000366827473
14,99.78,98.02,0.014828118274360895,0.06109548088265583
15,99.84833333333333,98.09,0.012604897737006347,0.060919187795720066
