epoch,train_acc,test_acc,train_loss,test_loss
1,89.8,85.85,0.3468254598259926,0.45372445917129517
2,91.76,88.15,0.2817259982585907,0.3985067219734192
3,93.58,89.6,0.22527479724884034,0.3430785303115845
4,94.64,90.3,0.19253532987236976,0.3215977578163147
5,95.42,90.8,0.16237050544023512,0.2963442237377167
6,95.81,90.85,0.14958655893802641,0.2855903811454773
7,96.78,91.55,0.12539567119479178,0.2651289801597595
8,97.27,92.1,0.10784516987204552,0.25138545155525205
9,97.43,91.8,0.09899991152286529,0.2510390625
10,97.78,92.55,0.09295813442468644,0.24600321340560913
