epoch,train_acc,test_acc,train_loss,test_loss
1,90.02,86.4,0.46916739172935484,0.5909100332260132
2,92.59,88.45,0.39094289693832396,0.5085133709907532
3,93.99,90.25,0.34802200474739076,0.46598748803138734
4,95.2,91.55,0.3048639983892441,0.422574835062027
5,95.85,91.6,0.2813425091266632,0.4018601536750793
6,96.57,92.05,0.2591707152366638,0.377590568780899
7,97.27,92.7,0.2453605126619339,0.3660494661331177
8,97.6,93.2,0.23535726680755614,0.3539843001365662
9,97.94,93.35,0.22164699702262877,0.3464296774864197
10,98.21,93.6,0.219922101354599,0.3423893196582794
