epoch,train_acc,test_acc,train_loss,test_loss
1,89.6,85.35,0.3569327561378479,0.47768319940567017
2,92.59,88.6,0.26404946191310885,0.3777168297767639
3,94.08,90.1,0.2097140442609787,0.31868502163887025
4,95.03,90.85,0.17605329630970956,0.2958349494934082
5,95.42,91.35,0.1552671483516693,0.27173418235778807
6,96.43,92.15,0.13170433415174485,0.2527892941236496
7,96.82,92.55,0.11811385725140572,0.23855275535583495
8,97.08,93.1,0.1061760823905468,0.2304360181093216
9,97.4,93.0,0.09703295381069184,0.21992389965057374
10,97.75,93.3,0.08743896497488021,0.2119761474132538
