epoch,train_acc,test_acc,train_loss,test_loss
1,68.91,80.7,0.9902705906867981,0.6728921499252319
2,77.38,84.0,0.7469262490272522,0.5597142825126648
3,83.96,88.5,0.5459053915977478,0.4203977439403534
4,87.59,91.3,0.42971009306907654,0.3417896933555603
5,89.63,92.6,0.36778464703559877,0.2940676684379578
6,89.79,91.65,0.3529958027482033,0.29003324806690217
7,91.23,93.5,0.3023741728782654,0.2449355173110962
8,91.93,94.1,0.28788554825782775,0.22419324922561645
9,92.54,94.35,0.26283533153533933,0.20861976420879363
10,93.03,94.3,0.2551301702976227,0.2158703968524933
