epoch,train_acc,test_acc,train_loss,test_loss
1,90.25,86.35,0.389454905629158,0.503943523645401
2,92.68,88.55,0.3259282783508301,0.4417787020206451
3,94.06,89.95,0.27986304650306704,0.395389506816864
4,95.16,91.15,0.23906332968473434,0.3559618182182312
5,95.92,91.65,0.21599295749664307,0.3361075010299683
6,96.66,92.15,0.1940452782392502,0.3115914342403412
7,97.34,92.4,0.17987086668014526,0.30027751207351683
8,97.72,93.3,0.16603268699645995,0.2850855724811554
9,98.06,93.5,0.15568491764068604,0.2795672206878662
10,98.28,93.85,0.1525710561156273,0.27527249145507815
