epoch,train_acc,test_acc,train_loss,test_loss
1,94.96,94.74,0.18141597055196762,0.18201622763872147
2,96.81,96.45,0.1142041125178337,0.1248730533450842
3,97.54833333333333,96.92,0.08897404375473658,0.1045599867798388
4,98.00833333333334,97.2,0.07284216625690461,0.0908127170920372
5,98.36833333333334,97.62,0.05867066766619682,0.07887595067620277
6,98.885,97.87,0.0448926139374574,0.07277491477429866
7,98.93833333333333,97.63,0.04043032496770223,0.07277137969732285
8,99.21166666666667,98.0,0.03345277723620335,0.06700472760088742
9,99.39,98.07,0.027483790516853332,0.06480159226991236
10,99.51333333333334,98.05,0.023895068817337353,0.06325766603089869
11,99.6,97.94,0.021222886523604392,0.06495029308004305
12,99.70833333333333,97.96,0.018023300959169864,0.061810474457405506
13,99.71,98.12,0.01722436907713612,0.062160588916670534
14,99.795,97.92,0.014589962777743737,0.06075404725065455
15,99.85333333333334,98.09,0.01214808724919955,0.059638893697177994
