epoch,train_acc,test_acc,train_loss,test_loss
1,90.32,86.3,0.34049700639247893,0.4511019439697266
2,92.16,87.85,0.2790159035205841,0.3965218892097473
3,93.53,89.55,0.22108485221862792,0.3402156615257263
4,94.8,90.65,0.18939650142788886,0.3160975034236908
5,95.46,90.85,0.15942142906188964,0.29304264748096465
6,95.85,91.0,0.14725164281129838,0.2814192924499512
7,96.74,91.8,0.12469176197648048,0.2623755285739899
8,97.27,92.35,0.1062799501657486,0.2449106868505478
9,97.5,91.85,0.09655293235778808,0.24277789509296419
10,97.68,92.3,0.09319616398811341,0.24043388104438781
