epoch,train_acc,test_acc,train_loss,test_loss
1,90.19,86.4,0.3481857034564018,0.4702222971916199
2,92.61,88.75,0.2635492527961731,0.3823300881385803
3,93.98,89.65,0.21349456267356873,0.32897245478630066
4,95.09,91.25,0.17444406459927558,0.29334777307510373
5,95.67,91.3,0.1532127990245819,0.27113053369522094
6,96.41,91.7,0.1323331208705902,0.2538664186000824
7,96.85,92.7,0.11774790178537368,0.24008635878562928
8,97.32,92.9,0.10379744975566864,0.22805924904346467
9,97.62,92.7,0.0960861496925354,0.224356507062912
10,97.73,92.6,0.08818316875994206,0.21597455847263336
