epoch,train_acc,test_acc,train_loss,test_loss
1,68.25,79.45,1.0073527645111084,0.7151206655502319
2,78.37,83.5,0.7216791495323182,0.549241664648056
3,85.27,88.95,0.5138812705039978,0.41753200340270996
4,88.36,91.5,0.4277308183670044,0.3266420817375183
5,89.97,92.25,0.36050170381069185,0.28666102957725526
6,90.29,92.85,0.3341841083168983,0.2570579698085785
7,91.82,94.05,0.3005535644054413,0.23373452234268188
8,92.42,94.0,0.26947771072387694,0.2112406553030014
9,92.8,94.9,0.24810584630966187,0.20491518950462342
10,93.14,94.7,0.25047125128507614,0.2034111864566803
