epoch,train_acc,test_acc,train_loss,test_loss
1,90.45,86.55,0.333543970143795,0.44755792832374575
2,92.57,88.8,0.2631814122915268,0.38317147755622866
3,94.27,89.9,0.20327337276935578,0.3213778223991394
4,95.36,91.0,0.1709173056423664,0.29731647634506225
5,96.11,91.45,0.14473852705955506,0.2711656529903412
6,96.59,91.7,0.12797952358722686,0.2547954320907593
7,97.24,92.4,0.1127512894153595,0.24304821801185608
8,97.64,92.75,0.09625790547728538,0.2295096402168274
9,97.93,92.35,0.0855903801202774,0.22406259763240816
10,98.07,92.95,0.08164401646256447,0.2238040089607239
