epoch,train_acc,test_acc,train_loss,test_loss
1,90.38,86.75,0.3370116696953773,0.44299156618118285
2,92.37,88.25,0.2700321612596512,0.3890011529922485
3,93.98,89.85,0.2130884804725647,0.3365331566333771
4,95.06,90.75,0.18076899859905243,0.31095422673225404
5,95.85,91.05,0.15147426617145537,0.28666921591758726
6,96.29,91.1,0.1397207869529724,0.2749193812608719
7,97.06,92.1,0.11710878915786743,0.2550044622421265
8,97.67,92.2,0.09920494582653046,0.23969970345497132
9,97.75,91.95,0.09010159463882446,0.23677583944797514
10,98.0,92.5,0.08697866015434265,0.23691813123226166
