epoch,train_acc,test_acc,train_loss,test_loss
1,89.59,85.9,0.3619208498477936,0.47737946510314944
2,92.11,88.05,0.2801597234725952,0.3980870940685272
3,93.63,89.75,0.2242416649580002,0.34315650606155396
4,94.55,90.45,0.19215342205166816,0.31996356773376466
5,95.48,91.1,0.16258007700443267,0.2958897216320038
6,95.98,91.05,0.1478336504340172,0.2794861192703247
7,96.89,92.05,0.12188880727291107,0.2587193462848663
8,97.43,92.25,0.10477347196340561,0.24547521567344666
9,97.64,92.3,0.09394836411476135,0.24203883385658265
10,98.14,92.7,0.0849296469926834,0.23433670234680176
