epoch,train_acc,test_acc,train_loss,test_loss
1,89.77,86.05,0.36069165576696394,0.4663332324028015
2,91.67,87.7,0.29257045192718506,0.4101635675430298
3,93.07,89.65,0.23772912702560425,0.35569271087646487
4,94.21,89.75,0.2097343676507473,0.34238546895980837
5,94.8,90.6,0.18523178102970123,0.3234183933734894
6,94.93,90.15,0.17603298244476318,0.31512823009490964
7,95.89,91.35,0.15001282835006713,0.2925193920135498
8,96.5,91.65,0.13262751086354255,0.27685506391525266
9,96.66,90.85,0.1237161955833435,0.2751829710006714
10,96.35,92.0,0.12918863933086394,0.2830759723186493
