epoch,train_acc,test_acc,train_loss,test_loss
1,89.85,86.4,0.3490821602702141,0.45945036911964415
2,91.57,87.9,0.289891216135025,0.4098213806152344
3,93.32,89.35,0.2319403709411621,0.3509482915401459
4,94.31,90.25,0.19956649842262267,0.32398878908157347
5,95.1,90.6,0.172445827627182,0.3037207417488098
6,95.43,90.85,0.15914383020401002,0.29206978011131285
7,96.39,91.25,0.13623365797400475,0.2751706082820892
8,96.83,91.65,0.11862005332708359,0.25942781138420107
9,97.05,91.2,0.11053351655006409,0.26061425590515136
10,97.25,92.05,0.10776259929537774,0.25843159675598143
