epoch,train_acc,test_acc,train_loss,test_loss
1,90.03,86.3,0.34146465872526166,0.45607075548172
2,92.63,88.65,0.2585132224798202,0.373885865688324
3,94.19,90.25,0.2062716322660446,0.31993576216697694
4,95.3,91.15,0.1703475537776947,0.28950277280807496
5,95.76,91.5,0.14852573755979537,0.26912328231334687
6,96.55,91.8,0.12805425262451173,0.25099757277965545
7,97.2,92.4,0.11275435266494752,0.23672601437568663
8,97.43,93.25,0.09949782854318619,0.22583082377910613
9,97.83,92.95,0.08763795080184937,0.21875432288646698
10,97.87,93.0,0.08253236694782973,0.2143470253944397
