epoch,train_acc,test_acc,train_loss,test_loss
1,90.12,86.5,0.4669281777381897,0.5857996587753296
2,92.83,89.1,0.3874364191055298,0.5034368581771851
3,94.21,89.95,0.3439219954967499,0.4620927941799164
4,95.33,91.6,0.3049899628639221,0.4228104135990143
5,95.95,91.6,0.28042579436302184,0.4026783843040466
6,96.5,92.35,0.2604079104423523,0.3804894642829895
7,97.1,93.05,0.24605427808761596,0.36913001537323
8,97.59,93.5,0.2362926164150238,0.3567287576198578
9,97.97,93.5,0.2206236186981201,0.34725773429870604
10,98.1,93.75,0.2226283603668213,0.34706799864768983
