epoch,train_acc,test_acc,train_loss,test_loss
1,94.62333333333333,94.56,0.193555603937308,0.19124149816036223
2,96.70833333333333,96.3,0.11906503174304962,0.127032439032197
3,97.42333333333333,96.84,0.09197270777622858,0.10516238897740841
4,98.03,97.39,0.0715494214574496,0.08666789259165525
5,98.27,97.41,0.06030289564728737,0.07884472881481051
6,98.805,97.66,0.04635473378698031,0.07198533818796277
7,98.98666666666666,97.82,0.040476890117923416,0.07175921508669854
8,99.12,97.89,0.03515512459079424,0.06720260256733745
9,99.325,97.89,0.02825530691842238,0.06439797987546772
10,99.49833333333333,98.01,0.024219226142764092,0.06248111030235887
11,99.61333333333333,97.91,0.021029397821923097,0.06496800488242879
12,99.69333333333333,98.02,0.01810388287405173,0.06175477775065228
13,99.72166666666666,98.05,0.016830996488034725,0.06208029278311879
14,99.815,98.08,0.014079410827408234,0.060105356262531134
15,99.83333333333333,98.13,0.013032457779347896,0.06102928628651425
