epoch,train_acc,test_acc,train_loss,test_loss
1,89.45,85.8,0.36532432870864867,0.4800632474422455
2,91.91,87.8,0.28583879256248473,0.4043842389583588
3,93.46,89.5,0.2312978031873703,0.3516910631656647
4,94.57,90.25,0.19789425976872443,0.3255284237861633
5,95.27,90.95,0.16710188343524932,0.30306569385528564
6,95.82,90.95,0.15110326590538026,0.2831637524366379
7,96.83,91.95,0.12430546587109566,0.26163540375232697
8,97.3,92.25,0.10728278136253357,0.2469241816997528
9,97.51,92.1,0.09720921602249145,0.24204666829109192
10,98.03,92.7,0.0862367291122675,0.2347090846300125
