epoch,train_acc,test_acc,train_loss,test_loss
1,89.57,85.8,0.36113777463436125,0.4682393682003021
2,92.0,88.35,0.2833024021148682,0.3978961033821106
3,93.55,88.8,0.22918973031044007,0.34400583744049074
4,94.56,89.95,0.19755240471959115,0.3225630695819855
5,95.34,90.2,0.16675425410270692,0.3009119749069214
6,95.72,90.25,0.15253019361495973,0.2840305014848709
7,96.85,91.75,0.12353210327625275,0.2597284007072449
8,97.14,91.65,0.10718134819865227,0.24815250277519227
9,97.47,92.0,0.09794308204650878,0.2451129673719406
10,97.95,92.65,0.08669940711259842,0.23659452843666076
