epoch,train_acc,test_acc,train_loss,test_loss
1,90.07,86.0,0.3461980949997902,0.4610773394107819
2,92.08,87.75,0.2790072488307953,0.40366172218322754
3,93.64,89.4,0.22371474454402923,0.35662241506576536
4,94.7,90.65,0.1913151165962219,0.3272257204055786
5,95.46,90.65,0.16351610021591187,0.3087532753944397
6,95.86,90.85,0.1503764901280403,0.29312040984630583
7,96.8,91.65,0.12591225523352623,0.2737671639919281
8,97.31,92.1,0.10932624883651733,0.25917864656448364
9,97.39,92.05,0.09931376354694367,0.257182652592659
10,97.73,92.5,0.09525309244692326,0.2541348810195923
